slug,english,arabic,urdu,gender,qfacts_gender,person_ld_gender,namecard_gender,faq_gender_answer,origin,letters,letter_breakdown,meaning_dict,meaning_root,meaning_iuh,mean_dict_marker_placeholder,mean_root_marker_placeholder,mean_iuh_marker_placeholder,bearers_count_json,is_widely_attested_negative,word_count_prose,prose_male_pronouns,prose_female_pronouns,is_duplicate_of,slug_spelling_ok,arabic_ok,urdu_ok,gender_verified,gender_review_needed,content_thin,content_review_needed,famous_bearers_count,bearers_count_visible
jumla,Jumla,جملة,جملہ,Female,Female,Female,Female,"Jumla is a girl name in Islam. A whole, completeness — rare girls name.",Arabic,4,Jeem · Meem · Lam · Ta,"A whole, completeness — rare girls name",,,0,1,1,0,1,1094,0,1,,1,1,1,1,0,1,1,0,0
junaid,Junaid,جنيد,جنید,Male,Male,Male,Male,Junaid is a boy name in Islam. Al-Junaid al-Baghdadi (830-910).,Arabic,4,Jeem · Nun · Ya · Dal,Little soldier — and the famous Sufi al-Junayd of Baghdad.,"ج-ن-د — From j-n-d, to enlist; jund means soldier","Jeem beauty, Nun depth, Ya reaching, Dal return.",0,0,0,2,0,1258,3,0,,1,1,1,1,0,0,0,2,2
juri,Juri,جوري,جوری,Female,Female,Female,Female,Juri is a girl name in Islam. Juri — Rose — top Arab girls name. This name carries deep roots in Islamic namin.,Arabic,4,Jeem · Waw · Ra · Ya,Juri — Rose — top Arab girls name,"Same as Jouri — from the Damascene rose tradition, named for the Iranian town of Jūr.",,0,0,1,0,1,1124,0,2,,1,1,1,1,0,1,1,0,0
juwayriyah,Juwayriyah,جويرية,جویریہ,Female,Female,Female,Female,"Juwayriyah is a girl name in Islam. Little woman — Mother of Believers, whose marriage freed a hundred captives.",Arabic,6,Jeem · Waw · Ya · Ra · Ya · Ta,"Little woman — Mother of Believers, whose marriage freed a hundred captives","Diminutive of jāriya (young woman). Borne by Juwayriya bint al-Ḥārith, freed and married by the Prophet ﷺ; her marriage led to the manumission of all her tribe's captives.",,0,0,1,0,0,821,1,8,,1,1,1,1,0,1,1,1,1
kabir,Kabir,كبير,کبیر,Male,Male,Male,Male,"Kabir is traditionally a Muslim boy name. Great, immense — one of the divine names of overwhelming greatness.",Arabic,4,Kaf · Ba · Ya · Ra,"Great, immense — one of the divine names of overwhelming greatness",From k-b-r (to be great). Al-Kabīr is among the divine names. Same root yields takbīr (Allāhu Akbar).,,0,0,1,0,0,808,0,0,,1,1,1,1,0,1,1,1,1
kadiatou,Kadiatou,خَدِيجَة,خدیجہ,Female,Female,Female,Female,Kadiatou is a girl name in Islam. Khadijah — Guinean form.,Arabic,5,Kha · Dal · Ya · Jeem · Ta,Khadijah — Guinean form,"Guinean French-orthographic form of Khadija with the Mande feminine diminutive -tou. Same root kh-d-j (premature, early-born).",,0,0,1,0,0,1118,0,0,,1,1,1,1,0,1,1,1,1
kadja,Kadja,خَدِيجَة,خدیجہ,Female,Female,Female,Female,Kadja is a girl name in Islam. Khadijah — Togolese/Beninese form.,Arabic,5,Kha · Dal · Ya · Jeem · Ta,Khadijah — Togolese/Beninese form,Togolese-Beninese French-orthographic form of Khadija. Same root kh-d-j.,,0,0,1,0,1,1224,0,4,,1,1,1,1,0,1,1,0,0
kahf,Kahf,كہف,کہف,Male,Male,Male,Male,"Kahf is a boy name in Islam. The Cave — Surah 18, protection from Dajjal, recited every Friday.",Arabic,3,Kaf · Ha · Fa,"The Cave — Surah 18, protection from Dajjal, recited every Friday","From k-h-f — cave, refuge, shelter. Surah al-Kahf (18) tells of the sleepers of the cave; read every Friday for protection from the dajjāl.",,0,0,1,0,1,694,2,0,,1,1,1,1,0,1,1,0,0
kaif,Kaif,كيف,کیف,Male,Male,Male,Male,"Kaif is a boy name in Islam. Delight, high spirits — the one of joyful, elevated mood and happiness.",Arabic,3,Kaf · Ya · Fa,"Delight, high spirits — the one of joyful, elevated mood and happiness","From k-y-f (manner, mode, state). In Sufi vocabulary, kayf names the rapt absorbed state of mystical delight.",,0,0,1,0,0,763,0,0,,1,1,1,1,0,1,1,1,1
kainaat,Kainaat,کائنات,کائنات,Female,Female,Female,Female,,Arabic,6,Kaf · Alif · Ya · Nun · Alif · Ta,"Universe, all of creation — the woman who contains the cosmos","From k-w-n (to be, to come into being). Kāʾināt is the plural feminine: 'all that has been brought into being' — the universe.",,0,0,1,0,1,803,0,1,,1,1,1,1,0,1,1,0,0
kainat,Kainat,كائنات,کائنات,Female,Female,Female,Female,"Kainat is a girl name in Islam. The universe, all of creation — Pakistani top 10.",Arabic,6,Kaf · Alif · Ya · Nun · Alif · Ta,"The universe, all of creation — Pakistani top 10",From k-w-n — the totality of creation brought into being by kun fa-yakūn.,,0,0,1,0,0,1127,0,1,,1,1,1,1,0,1,1,1,1
kairo,Kairo,قاهرة,قاہرہ,Male,Male,Male,Male,Kairo is a boy name in Islam. Cairo — modern Muslim boys trending.,Arabic,5,Qaf · Alif · Ha · Ra · Ta,Cairo — modern Muslim boys trending,,,0,1,1,0,1,1109,2,0,,1,1,1,1,0,1,1,0,0
kais,Kais,قيس,قیس,Male,Male,Male,Male,Kais is a boy name in Islam. Firm — the Majnun of Layla legend.,Arabic,3,Qaf · Ya · Sin,Firm — the Majnun of Layla legend,"From q-y-s (to measure, balance). Qays carries the sense of firm standing. Qays ibn al-Mulawwaḥ — Majnūn — is the udhrī lover of Layla.",,0,0,1,0,0,1105,1,0,,1,1,1,1,0,1,1,2,2
kalima,Kalima,كلمة,کلمہ,Female,Female,Female,Female,Kalima is a girl name in Islam. The Word — divine concept girls name.,Arabic,4,Kaf · Lam · Meem · Ta,The Word — divine concept girls name,"From k-l-m (to speak). Kalima is the noun 'word, statement'. The Kalimat al-shahāda is the foundational utterance of Islam.",,0,0,1,0,1,1102,0,1,,1,1,1,1,0,1,1,0,0
kalthoum,Kalthoum,كُلْثُوم,کلثوم,Female,Female,Female,Female,Kalthoum is a girl name in Islam. Kulthum — Arab spelling variant.,Arabic,5,Kaf · Lam · Tha · Waw · Meem,Kulthum — Arab spelling variant,"From k-l-th (full, plump). Kulthūm denotes one with full cheeks. Borne by the Prophet's ﷺ daughter Umm Kulthūm and by the great Egyptian singer.",,0,0,1,0,0,1122,0,1,,1,1,1,1,0,1,1,1,1
kamal,Kamal,كمال,کمال,Male,Male,Male,Male,"Kamal is a boy name in Islam. Perfection, completion — top Arab, Turkish, Pakistani boys.",Arabic,4,Kaf · Meem · Alif · Lam,"Perfection, completeness.","ك-م-ل — From k-m-l, to be complete or perfect — same root as kāmil (complete).","Kaf sufficiency, Meem love, Alif origin, Lam authority.",0,0,0,0,0,1252,1,0,,1,1,1,1,0,0,0,1,1
kamil,Kamil,كامل,کامل,Male,Male,Male,Male,"Kamil is a boy name in Islam. Perfect, complete — top Arab and Pakistani boys.",Arabic,4,Kaf · Alif · Meem · Lam,"Perfect, complete — top Arab and Pakistani boys",From k-m-l (to be perfect). Kāmil is one in whom no quality is missing. Al-insān al-kāmil names the spiritual archetype after which Muhammad ﷺ is the model.,,0,0,1,0,0,1192,0,0,,1,1,1,1,0,1,1,1,1
kamol,Kamol,كمال,کمول,Male,Male,Male,Male,Kamol is a boy name in Islam. Perfection.,Arabic,4,Kaf · Meem · Alif · Lam,Perfection.,Uzbek-Tajik transliteration of Arabic Kamāl (perfection). Same root k-m-l.,,0,0,1,0,1,1213,2,0,,1,1,1,1,0,1,1,0,0
kamola,Kamola,كامولا,کامولا,Female,Female,Female,Female,"Kamola is a girl name in Islam. Perfect, complete — the Uzbek Muslim name of total wholeness.",Arabic,6,Kaf · Alif · Meem · Waw · Lam · Alif,"Perfect, complete — the Uzbek Muslim name of total wholeness",Uzbek feminine form of Kamāl — 'the perfect one' (feminine). Arabic root k-m-l.,,0,0,1,0,1,743,0,0,,1,1,1,1,0,1,1,0,0
kamran,Kamran,کامران,کامران,Male,Male,Male,Male,"Kamran is a boy name in Islam. Successful, fortunate — Iranian/Pakistani.",Persian,6,Kaf · Alif · Meem · Ra · Alif · Nun,"Successful, fortunate — Iranian/Pakistani",,,0,1,1,0,0,1129,3,0,,1,1,1,1,0,1,1,1,1
kanwal,Kanwal,كنول,کنول,Female,Female,Female,Female,Kanwal is a girl name in Islam. Lotus flower — Pakistani girls name.,Arabic,4,Kaf · Nun · Waw · Lam,Lotus flower — Pakistani girls name,,,0,1,1,0,1,1185,0,1,,1,1,1,1,0,1,1,0,0
kanz,Kanz,كنز,کنز,Male,Male,Male,Male,Kanz is traditionally a Muslim boy name. Treasure — the hidden wealth that exceeds all visible riches.,Arabic,3,Kaf · Nun · Zayn,Treasure — the hidden wealth that exceeds all visible riches,From k-n-z (to gather treasure). The hadith qudsī 'I was a hidden treasure (kanz makhfī) and I loved to be known' is central to Sufi metaphysics.,,0,0,1,0,1,778,0,0,,1,1,1,1,0,1,1,0,0
kanza,Kanza,كنزة,کنزہ,Female,Female,Female,Female,Kanza is a girl name in Islam. Treasure — top Moroccan girls name.,Arabic,4,Kaf · Nun · Zayn · Ta,Treasure — top Moroccan girls name,"Feminine of Kanz — the treasure, particularly the hidden treasure (kanz makhfī) of Sufi tradition.",,0,0,1,0,1,1136,0,1,,1,1,1,1,0,1,1,0,0
karam,Karam,كَرَم,کرم,Male,Male,Male,Male,Karam is a boy name in Islam. Generosity — 3-letter form.,Arabic,3,Kaf · Ra · Meem,Generosity — 3-letter form,"From k-r-m (to be noble, generous). Karam is open-handed nobility arising from inner abundance. Al-Karīm is among the divine names.",,0,0,1,0,1,1088,1,0,,1,1,1,1,0,1,1,0,0
kareem,Kareem,كَرِيم,کریم,Male,Male,Male,Male,"Kareem is a boy name in Islam. The Generous — Al-Karim divine name, top Muslim boys name.",Arabic,4,Kaf · Ra · Ya · Meem,"Generous, noble — al-Karīm is one of God's names.","ك-ر-م — From k-r-m, generosity; same root as karāma (dignity).","Kaf sufficiency, Ra mercy, Ya reaching, Meem love.",0,0,0,1,0,1264,2,0,,1,1,1,1,0,0,0,1,1
karim,Karim,كَرِيم,کریم,Male,Male,Male,Male,Karim is a boy name in Islam. Generous.,Arabic,4,Kaf · Ra · Ya · Meem,Generous.,"From k-r-m — to be noble, generous. Al-Karīm (the Generous) is among the ninety-nine divine names.",,0,0,1,0,0,1291,2,0,,1,1,1,1,0,1,1,1,1
karima,Karima,كريمة,کریمہ,Female,Female,Female,Female,"Karima is a girl name in Islam. Noble, generous — feminine of Karim.",Arabic,5,Kaf · Ra · Ya · Meem · Ta,"Noble, generous — feminine of Karim","Feminine of Karīm. From k-r-m — noble, generous.",,0,0,1,0,1,1149,0,3,,1,1,1,1,0,1,1,0,0
karrar,Karrar,كرار,کرار,Male,Male,Male,Male,"Karrar is a boy name in Islam. The one who charges again and again — Ali's battle title, the unstoppable warrior.",Arabic,4,Kaf · Ra · Alif · Ra,"The one who charges again and again — Ali's battle title, the unstoppable…",From k-r-r (to charge back). The intensive form karrār — 'one who charges again and again' — is an epithet of ʿAlī ibn Abī Ṭālib (al-karrār ghayr al-farrār).,,0,0,1,0,1,872,2,0,,1,1,1,1,0,1,1,0,0
kashif,Kashif,کاشف,کاشف,Male,Male,Male,Male,"Kashif is a boy name in Islam. Discoverer — the one who reveals hidden truths, top UK Pakistani.",Arabic,4,Kaf · Alif · Sheen · Fa,"Discoverer — the one who reveals hidden truths, top UK Pakistani","From k-sh-f (to uncover). In Sufi vocabulary, kashf is the unveiling of inner realities.",,0,0,1,0,1,801,4,0,,1,1,1,1,0,1,1,0,0
kausar,Kausar,كَوْثَر,کوثر,Female,Female,Female,Female,,Arabic,4,Kaf · Waw · Tha · Ra,The Abundant — the river of paradise given to the Prophet,From k-th-r (abundance). Al-Kawthar is the river of Paradise promised to the Prophet ﷺ (Surah 108) — inexhaustible abundance.,,0,0,1,0,0,835,0,1,,1,1,1,1,0,1,1,1,1
kaveh,Kaveh,کاوه,کاوہ,Male,Male,Male,Male,Kaveh is a boy name in Islam. Kaveh the Blacksmith.,Arabic,4,Kaf · Alif · Waw · Ha,Kaveh the Blacksmith — Iranian mythic hero,,,0,1,1,0,0,1104,1,0,,1,1,1,1,0,1,1,1,1
kawkab,Kawkab,كوكب,کوکب,Female,Female,Female,Female,"Kawkab is a girl name in Islam. Star, planet — top Arab girls name.",Arabic,4,Kaf · Waw · Kaf · Ba,"Star, planet — top Arab girls name",From k-w-k-b — star. Appears in Surah al-Nūr (24:35) describing the lamp 'as if it were a shining star (kawkab durrī)'.,,0,0,1,0,1,1088,0,0,,1,1,1,1,0,1,1,0,0
kawtar,Kawtar,كَوْثَر,کوثر,Female,Female,Female,Female,Kawtar is a girl name in Islam. Al-Kawthar — fourth spelling variant.,Arabic,4,Kaf · Waw · Tha · Ra,Al-Kawthar — fourth spelling variant,From k-th-r (abundance). Al-Kawthar — the celestial river of Paradise (Surah 108). North African transliteration.,,0,0,1,0,1,1084,0,0,,1,1,1,1,0,1,1,0,0
kawthar,Kawthar,كَوْثَر,کوثر,Female,Female,Female,Female,"Kawthar is a girl name in Islam. Abundance — the shortest surah, river of paradise given to the Prophet.",Arabic,4,Kaf · Waw · Tha · Ra,"Abundance — the shortest surah, river of paradise given to the Prophet",From k-th-r (abundance). Surah 108 opens 'Inna aʿṭaynāka al-kawthar' — 'Verily We have given you al-Kawthar'.,,0,0,1,0,1,765,0,3,,1,1,1,1,0,1,1,0,0
kawther,Kawther,كَوْثَر,کوثر,Female,Female,Female,Female,Kawther is a girl name in Islam. Al-Kawthar — North African spelling.,Arabic,4,Kaf · Waw · Tha · Ra,Al-Kawthar — North African spelling,North African French-orthographic form of Kawthar. Same root k-th-r.,,0,0,1,0,1,1112,0,0,,1,1,1,1,0,1,1,0,0
kayan,Kayan,كيان,کیان,Male,Male,Male,Male,"Kayan is a boy name in Islam. Being, entity — top Gulf boys name. 'Kun fa-yakun — Be and it is' (2:117). The m.",Arabic,4,Kaf · Ya · Alif · Nun,"Being, entity — top Gulf boys name. 'Kun fa-yakun — Be and it is' (2:117). The m","From k-w-n (to be, to exist). Kayān: 'being, entity'. Modern Gulf usage for the established one.",,0,0,1,0,1,1129,1,0,,1,1,1,1,0,1,1,0,0
kaysan,Kaysan,كيسان,کیسان,Male,Male,Male,Male,"Kaysan is a boy name in Islam. Wise, alert — Gulf trending boys name.",Arabic,5,Kaf · Ya · Sin · Alif · Nun,"Wise, alert — Gulf trending boys name","From k-y-s (sharp, alert, intelligent). Kaysān carries the sense of quick wits. The Kaysānī Shīʿī sect derives its name from a famous early follower.",,0,0,1,0,1,1116,0,0,,1,1,1,1,0,1,1,0,0
kenan,Kenan,كنعان,کنعان,Male,Male,Male,Male,"Kenan is a boy name in Islam. Stable, firm — top Bosnian/Turkish Muslim male name.",Arabic,5,Kaf · Nun · Ain · Alif · Nun,"Stable, firm — top Bosnian/Turkish Muslim male name",,,0,1,1,0,0,658,1,0,,1,1,1,1,0,1,1,1,1
kenza,Kenza,كنزة,کنزہ,Female,Female,Female,Female,Kenza is a girl name in Islam. Treasure — Moroccan dominant spelling.,Arabic,4,Kaf · Nun · Zayn · Ta,Treasure — Moroccan dominant spelling,From k-n-z (to gather treasure). Moroccan French-orthographic feminine form of Kanza. Same root as Kanz.,,0,0,1,0,0,1177,0,1,,1,1,1,1,0,1,1,1,1
kerem,Kerem,كَرَم,کرم,Male,Male,Male,Male,Kerem is a boy name in Islam. Generosity — Turkish top boys name.,Turkish,3,Kaf · Ra · Meem,Generosity — Turkish top boys name,,,0,1,1,0,0,1181,1,0,,1,1,1,1,0,1,1,1,1
khabbab,Khabbab,خباب,خباب,Male,Male,Male,Male,"Khabbab is a boy name in Islam. Quick, lively — the companion tortured with burning coals who remained firm.",Arabic,4,Kha · Ba · Alif · Ba,"Quick, lively — the companion tortured with burning coals who remained firm","From kh-b-b (quick, lively motion). Khabbāb ibn al-Aratt was an early companion of the Prophet ﷺ, a blacksmith and one of the first to be tortured for his faith in Mecca.",,0,0,1,0,0,823,6,0,,1,1,1,1,0,1,1,1,1
khadija,Khadija,خَدِيجَة,خدیجہ,Female,Female,Female,Female,Khadija is a girl name in Islam. Khadijah.,Arabic,5,Kha · Dal · Ya · Jeem · Ta,Premature child; or 'trustworthy' — Mother of the Believers,خ-د-ج — From kh-d-j,"Kha hidden depth, Dal return, Ya reaching, Jeem beauty, Ta manifestation.",0,0,0,1,0,1209,1,1,,1,1,1,1,0,0,0,1,1
